date,ticker,open,high,low,close,adj_close,volume
2024-05-07,479850.KS,11585.0,11585.0,11350.0,11505.0,11448.25,15247
2024-05-08,479850.KS,11505.0,11535.0,11385.0,11460.0,11403.4716796875,7328
2024-05-09,479850.KS,11580.0,12105.0,11580.0,11980.0,11920.9072265625,24000
2024-05-10,479850.KS,12170.0,12545.0,12050.0,12410.0,12348.7861328125,17310
2024-05-13,479850.KS,12525.0,12580.0,12200.0,12285.0,12224.40234375,49720
2024-05-14,479850.KS,12285.0,12500.0,12225.0,12330.0,12269.1806640625,8981
2024-05-16,479850.KS,12460.0,12460.0,12290.0,12445.0,12383.61328125,6954
2024-05-17,479850.KS,12430.0,12430.0,12275.0,12370.0,12308.9833984375,37288
2024-05-20,479850.KS,12385.0,12660.0,12275.0,12545.0,12483.1201171875,8069
2024-05-21,479850.KS,12490.0,12870.0,12475.0,12820.0,12756.763671875,33101
2024-05-22,479850.KS,12895.0,13035.0,12830.0,12860.0,12796.56640625,19607
2024-05-23,479850.KS,12815.0,13050.0,12775.0,12880.0,12816.4677734375,30861
2024-05-24,479850.KS,12795.0,13045.0,12795.0,12895.0,12831.3935546875,20949
2024-05-27,479850.KS,12920.0,13060.0,12705.0,12800.0,12736.8623046875,18202
2024-05-28,479850.KS,12800.0,12980.0,12660.0,12805.0,12741.8369140625,13118
2024-05-29,479850.KS,12805.0,13000.0,12690.0,13000.0,12935.875,16394
2024-05-30,479850.KS,12950.0,13270.0,12905.0,13065.0,13000.5556640625,31893
2024-05-31,479850.KS,13200.0,13580.0,13075.0,13260.0,13194.5927734375,53367
2024-06-03,479850.KS,13395.0,13515.0,13140.0,13350.0,13284.1484375,31865
2024-06-04,479850.KS,13325.0,13390.0,12820.0,12820.0,12756.763671875,27326
2024-06-05,479850.KS,12750.0,13000.0,12610.0,12880.0,12816.4677734375,28051
2024-06-07,479850.KS,12880.0,13135.0,12825.0,13085.0,13020.4560546875,17542
2024-06-10,479850.KS,12960.0,13165.0,12875.0,12970.0,12906.0244140625,9421
2024-06-11,479850.KS,13190.0,13285.0,12980.0,13105.0,13040.357421875,13066
2024-06-12,479850.KS,13105.0,13720.0,13105.0,13695.0,13627.4482421875,34496
2024-06-13,479850.KS,13740.0,14070.0,13660.0,13880.0,13811.53515625,27075
2024-06-14,479850.KS,13980.0,14150.0,13590.0,13755.0,13687.1513671875,68205
2024-06-17,479850.KS,13755.0,13770.0,13490.0,13680.0,13612.521484375,36884
2024-06-18,479850.KS,13700.0,13750.0,13530.0,13725.0,13657.298828125,19833
2024-06-19,479850.KS,13795.0,14045.0,13340.0,13510.0,13443.3603515625,26745
2024-06-20,479850.KS,13530.0,13600.0,13160.0,13205.0,13139.8642578125,29884
2024-06-21,479850.KS,13195.0,13570.0,13015.0,13480.0,13413.5078125,32602
2024-06-24,479850.KS,13545.0,13575.0,13330.0,13355.0,13289.1240234375,9521
2024-06-25,479850.KS,13330.0,13430.0,13160.0,13220.0,13154.791015625,11201
2024-06-26,479850.KS,13215.0,13500.0,13115.0,13480.0,13413.5078125,18885
2024-06-27,479850.KS,13515.0,13765.0,13430.0,13515.0,13448.3359375,19502
2024-06-28,479850.KS,13540.0,13550.0,13135.0,13200.0,13134.888671875,20077
2024-07-01,479850.KS,13270.0,13435.0,13000.0,13015.0,12950.8017578125,28474
2024-07-02,479850.KS,12955.0,13015.0,12525.0,12720.0,12657.2568359375,39901
2024-07-03,479850.KS,12650.0,12720.0,12230.0,12350.0,12289.0810546875,65481
