date,ticker,open,high,low,close,adj_close,volume
2024-01-02,091160.KS,36195.0,36930.0,35990.0,36840.0,36237.24609375,902334
2024-01-03,091160.KS,36200.0,36400.0,35770.0,35915.0,35327.37890625,760192
2024-01-04,091160.KS,35650.0,36390.0,35650.0,35815.0,35229.01171875,448293
2024-01-05,091160.KS,35715.0,35850.0,35460.0,35755.0,35169.9921875,484030
2024-01-08,091160.KS,35755.0,35980.0,35550.0,35685.0,35101.14453125,477466
2024-01-09,091160.KS,36390.0,36470.0,35420.0,35575.0,34992.9453125,755447
2024-01-10,091160.KS,35650.0,35670.0,34775.0,35070.0,34496.20703125,518175
2024-01-11,091160.KS,35000.0,35345.0,34890.0,35270.0,34692.9296875,453639
2024-01-12,091160.KS,35175.0,35445.0,34635.0,34710.0,34142.09375,466343
2024-01-15,091160.KS,34660.0,34995.0,34390.0,34430.0,33866.67578125,342362
2024-01-16,091160.KS,34390.0,34530.0,33695.0,33945.0,33389.609375,544059
2024-01-17,091160.KS,34200.0,34470.0,33520.0,33655.0,33104.359375,543490
2024-01-19,091160.KS,35050.0,35690.0,35015.0,35635.0,35051.96484375,715284
2024-01-22,091160.KS,36400.0,36610.0,36055.0,36400.0,35804.44140625,834403
2024-01-23,091160.KS,36400.0,36400.0,35890.0,36230.0,35637.2265625,366844
2024-01-24,091160.KS,36055.0,36230.0,35665.0,36160.0,35568.37109375,387608
2024-01-25,091160.KS,36400.0,36730.0,35850.0,35985.0,35396.23046875,530920
2024-01-26,091160.KS,35490.0,35910.0,35420.0,35435.0,34855.23046875,374153
2024-01-29,091160.KS,35435.0,35875.0,35025.0,35180.0,34604.40234375,384509
2024-01-30,091160.KS,35300.0,35400.0,34615.0,35105.0,34530.6328125,442887
2024-01-31,091160.KS,34620.0,34915.0,34255.0,34275.0,33714.2109375,319808
2024-02-01,091160.KS,34145.0,34500.0,33545.0,33805.0,33251.90234375,544276
2024-02-02,091160.KS,34000.0,34785.0,33950.0,34605.0,34038.8125,565264
2024-02-05,091160.KS,34500.0,34515.0,33895.0,33935.0,33379.7734375,381988
2024-02-06,091160.KS,34155.0,34750.0,33465.0,34570.0,34004.3828125,521153
2024-02-07,091160.KS,34380.0,34650.0,34110.0,34290.0,33728.96875,337126
2024-02-08,091160.KS,34420.0,35340.0,34390.0,35340.0,34761.7890625,671276
2024-02-13,091160.KS,35835.0,36790.0,35525.0,36640.0,36040.515625,1379861
2024-02-14,091160.KS,35835.0,36770.0,35755.0,36720.0,36119.20703125,595027
2024-02-15,091160.KS,37135.0,37260.0,36405.0,36565.0,35966.74609375,653446
2024-02-16,091160.KS,36635.0,36715.0,35990.0,36095.0,35504.43359375,453341
2024-02-19,091160.KS,35935.0,36630.0,35935.0,36255.0,35661.81640625,399409
2024-02-20,091160.KS,36165.0,36390.0,36005.0,36230.0,35637.2265625,326752
2024-02-21,091160.KS,35810.0,36585.0,35810.0,36170.0,35578.20703125,404055
2024-02-22,091160.KS,37000.0,37140.0,36470.0,37010.0,36404.4609375,777315
2024-02-23,091160.KS,37910.0,37990.0,36910.0,36995.0,36389.70703125,1752658
2024-02-26,091160.KS,36650.0,37710.0,36600.0,36975.0,36370.03515625,707134
2024-02-27,091160.KS,36850.0,36950.0,36250.0,36450.0,35853.62109375,513926
