date,ticker,open,high,low,close,adj_close,volume
2024-01-02,305720.KS,23385.0,23535.0,23230.0,23350.0,23150.083984375,975320
2024-01-03,305720.KS,23055.0,23120.0,22540.0,22570.0,22376.76171875,1362097
2024-01-04,305720.KS,22275.0,22775.0,22205.0,22625.0,22431.2890625,1999327
2024-01-05,305720.KS,22725.0,23375.0,22470.0,23140.0,22941.880859375,2024697
2024-01-08,305720.KS,23210.0,23260.0,22900.0,23015.0,22817.951171875,939132
2024-01-09,305720.KS,23190.0,23350.0,22815.0,22860.0,22664.279296875,836641
2024-01-10,305720.KS,22775.0,22815.0,22300.0,22425.0,22233.001953125,1470738
2024-01-11,305720.KS,22425.0,22785.0,22420.0,22530.0,22337.10546875,796929
2024-01-12,305720.KS,22325.0,22410.0,21955.0,22140.0,21950.443359375,1376993
2024-01-15,305720.KS,21915.0,22055.0,21510.0,21650.0,21464.638671875,2636097
2024-01-16,305720.KS,21460.0,21835.0,21360.0,21605.0,21420.0234375,1671430
2024-01-17,305720.KS,21550.0,21560.0,20780.0,20780.0,20602.087890625,1635735
2024-01-19,305720.KS,20920.0,21120.0,20240.0,20435.0,20260.041015625,1627918
2024-01-22,305720.KS,20300.0,20425.0,19365.0,19370.0,19204.158203125,3135079
2024-01-23,305720.KS,19300.0,19750.0,19110.0,19245.0,19080.228515625,3243874
2024-01-24,305720.KS,19205.0,19595.0,19015.0,19310.0,19144.671875,2215921
2024-01-25,305720.KS,19075.0,19075.0,18550.0,18870.0,18708.439453125,3038621
2024-01-26,305720.KS,18530.0,19795.0,18520.0,19575.0,19407.404296875,3665659
2024-01-29,305720.KS,19735.0,19800.0,19405.0,19490.0,19323.130859375,2736496
2024-01-30,305720.KS,19800.0,20080.0,19215.0,19240.0,19075.271484375,3778484
2024-01-31,305720.KS,19150.0,19675.0,19150.0,19260.0,19095.1015625,3262785
2024-02-01,305720.KS,19060.0,19730.0,18930.0,19695.0,19526.376953125,3743628
2024-02-02,305720.KS,19870.0,20330.0,19690.0,20215.0,20041.923828125,3461755
2024-02-05,305720.KS,20220.0,20370.0,19970.0,20205.0,20032.009765625,3693094
2024-02-06,305720.KS,19985.0,20035.0,19570.0,19675.0,19506.548828125,3633419
2024-02-07,305720.KS,20030.0,20780.0,20030.0,20185.0,20012.181640625,4283410
2024-02-08,305720.KS,20695.0,20885.0,20485.0,20755.0,20577.30078125,2016934
2024-02-13,305720.KS,20800.0,20970.0,20625.0,20755.0,20577.30078125,1264745
2024-02-14,305720.KS,20350.0,20870.0,20130.0,20745.0,20567.38671875,1408506
2024-02-15,305720.KS,20970.0,21310.0,20810.0,21165.0,20983.7890625,2012560
2024-02-16,305720.KS,21625.0,21935.0,21580.0,21670.0,21484.466796875,3112098
2024-02-19,305720.KS,21500.0,21810.0,21310.0,21385.0,21201.90625,1572776
2024-02-20,305720.KS,21205.0,21660.0,20860.0,21615.0,21429.9375,2558361
2024-02-21,305720.KS,21400.0,21945.0,21360.0,21830.0,21643.09765625,2873649
2024-02-22,305720.KS,21895.0,22175.0,21690.0,21755.0,21568.73828125,2857749
2024-02-23,305720.KS,21800.0,21900.0,21460.0,21630.0,21444.810546875,2567759
2024-02-26,305720.KS,21495.0,21785.0,21390.0,21615.0,21429.9375,2537011
2024-02-27,305720.KS,21750.0,21950.0,21225.0,21300.0,21117.634765625,1806223
2024-02-28,305720.KS,21570.0,21880.0,21400.0,21400.0,21216.779296875,1648431
2024-02-29,305720.KS,21380.0,21630.0,21245.0,21565.0,21380.3671875,1221615
2024-03-04,305720.KS,21615.0,21970.0,21610.0,21780.0,21593.52734375,1360984
2024-03-05,305720.KS,21490.0,21700.0,21220.0,21260.0,21077.978515625,1805754
2024-03-06,305720.KS,21070.0,21355.0,20935.0,20980.0,20800.376953125,2272808
2024-03-07,305720.KS,21000.0,21605.0,20910.0,21435.0,21251.478515625,2340685
2024-03-08,305720.KS,21610.0,21835.0,21405.0,21515.0,21330.794921875,2436698
2024-03-11,305720.KS,21400.0,21575.0,21285.0,21425.0,21241.564453125,1075676
2024-03-12,305720.KS,21650.0,22455.0,21650.0,22450.0,22257.791015625,3576242
2024-03-13,305720.KS,22480.0,22650.0,22330.0,22515.0,22322.232421875,2719893
2024-03-14,305720.KS,22395.0,22495.0,22065.0,22305.0,22114.029296875,1227416
2024-03-15,305720.KS,22105.0,22105.0,21705.0,21800.0,21613.353515625,2029408
2024-03-18,305720.KS,21885.0,22310.0,21800.0,22260.0,22069.416015625,1170583
2024-03-19,305720.KS,22455.0,22540.0,21945.0,22270.0,22079.330078125,1124797
2024-03-20,305720.KS,22335.0,22390.0,22010.0,22050.0,21861.212890625,1103755
2024-03-21,305720.KS,22230.0,22420.0,22180.0,22245.0,22054.54296875,1097225
2024-03-22,305720.KS,22245.0,22635.0,22155.0,22450.0,22257.791015625,1207850
2024-03-25,305720.KS,22570.0,22935.0,22565.0,22840.0,22644.44921875,1991940
2024-03-26,305720.KS,22935.0,23045.0,22485.0,22605.0,22411.4609375,2533787
2024-03-27,305720.KS,22615.0,22935.0,22420.0,22600.0,22406.505859375,1403747
2024-03-28,305720.KS,22680.0,22725.0,22130.0,22185.0,21995.056640625,1961352
2024-03-29,305720.KS,22015.0,22105.0,21760.0,21920.0,21732.326171875,1829154
2024-04-01,305720.KS,21815.0,21985.0,21670.0,21715.0,21529.08203125,1477337
2024-04-02,305720.KS,21630.0,21770.0,21280.0,21360.0,21177.123046875,1465344
2024-04-03,305720.KS,20965.0,21100.0,20440.0,20440.0,20264.998046875,1888619
2024-04-04,305720.KS,20620.0,20765.0,20215.0,20650.0,20473.19921875,1983014
2024-04-05,305720.KS,20365.0,20575.0,20210.0,20225.0,20051.83984375,1023757
2024-04-08,305720.KS,19955.0,20305.0,19395.0,20255.0,20081.58203125,2433331
2024-04-09,305720.KS,20355.0,20590.0,20040.0,20100.0,19927.91015625,1181304
2024-04-11,305720.KS,19800.0,20120.0,19755.0,20045.0,19873.380859375,957737
2024-04-12,305720.KS,20135.0,20135.0,19535.0,19575.0,19407.404296875,1566977
2024-04-15,305720.KS,19280.0,19570.0,19265.0,19420.0,19253.73046875,908559
2024-04-16,305720.KS,19030.0,19200.0,18940.0,18980.0,18817.49609375,1155837
2024-04-17,305720.KS,19060.0,19260.0,18755.0,18775.0,18614.25390625,1240118
2024-04-18,305720.KS,18760.0,19450.0,18760.0,19415.0,19248.7734375,931359
2024-04-19,305720.KS,19105.0,19325.0,18870.0,19200.0,19035.61328125,1158640
2024-04-22,305720.KS,19465.0,19860.0,19355.0,19850.0,19680.05078125,1024647
2024-04-23,305720.KS,19710.0,19875.0,19510.0,19550.0,19382.6171875,792288
2024-04-24,305720.KS,20090.0,20360.0,19925.0,20145.0,19972.525390625,1242101
2024-04-25,305720.KS,19980.0,20140.0,19660.0,19725.0,19556.12109375,1255810
2024-04-26,305720.KS,19840.0,19845.0,19450.0,19700.0,19531.333984375,1956248
2024-04-29,305720.KS,19705.0,20205.0,19645.0,20180.0,20017.384765625,2542720
2024-04-30,305720.KS,20465.0,20515.0,20210.0,20310.0,20146.3359375,1610296
2024-05-02,305720.KS,20290.0,20425.0,20170.0,20240.0,20076.90234375,860801
2024-05-03,305720.KS,20325.0,20435.0,20020.0,20150.0,19987.626953125,923105
2024-05-07,305720.KS,20340.0,20380.0,19970.0,20060.0,19898.3515625,857388
2024-05-08,305720.KS,20000.0,20080.0,19870.0,20055.0,19893.390625,580901
2024-05-09,305720.KS,19980.0,20000.0,19700.0,19800.0,19640.4453125,712376
2024-05-10,305720.KS,19925.0,20015.0,19705.0,19730.0,19571.009765625,657894
2024-05-13,305720.KS,19730.0,19730.0,19410.0,19500.0,19342.865234375,550387
2024-05-14,305720.KS,19520.0,19820.0,19505.0,19680.0,19521.4140625,821596
2024-05-16,305720.KS,19820.0,19960.0,19740.0,19890.0,19729.720703125,624825
2024-05-17,305720.KS,19865.0,20020.0,19580.0,19595.0,19437.09765625,590273
2024-05-20,305720.KS,19615.0,19650.0,19380.0,19440.0,19283.34765625,1032911
2024-05-21,305720.KS,19320.0,19325.0,18935.0,18980.0,18827.0546875,1690053
2024-05-22,305720.KS,19145.0,19210.0,18910.0,18925.0,18772.498046875,1424214
2024-05-23,305720.KS,18830.0,19090.0,18675.0,18895.0,18742.73828125,1342462
2024-05-24,305720.KS,18680.0,18730.0,18520.0,18545.0,18395.560546875,1480984
2024-05-27,305720.KS,18580.0,19315.0,18405.0,19315.0,19159.35546875,1911317
2024-05-28,305720.KS,19180.0,19190.0,18900.0,18930.0,18777.45703125,1232422
2024-05-29,305720.KS,18815.0,18910.0,18255.0,18275.0,18127.734375,1884632
2024-05-30,305720.KS,18140.0,18415.0,17910.0,18035.0,17889.669921875,2911947
2024-05-31,305720.KS,18125.0,18370.0,17960.0,18140.0,17993.822265625,2016256
2024-06-03,305720.KS,18210.0,18575.0,18160.0,18310.0,18162.453125,2016955
2024-06-04,305720.KS,18155.0,18745.0,18145.0,18550.0,18400.521484375,1866593
2024-06-05,305720.KS,18620.0,19460.0,18605.0,19240.0,19084.958984375,2829270
2024-06-07,305720.KS,19490.0,19805.0,19275.0,19745.0,19585.890625,2347845
2024-06-10,305720.KS,19610.0,19825.0,19290.0,19550.0,19392.462890625,1429821
2024-06-11,305720.KS,19585.0,20260.0,19520.0,19965.0,19804.119140625,3650985
